zone,bhk_type,construction_status,carpet_area,bulit_area,super_bulit_area,price_value,nearbylocation,facility,luxury_facility_scores,luxury_category,Latitude,Longitude,apartment_name,apartment_loc,price_per_sqft,price_range,area_range
north,2,New Property,1309.0,1577.0,1779.0,2.0,"['Baiyappanahalli Metro Station', 'Phoenix Marketcity', 'SH 104', 'ORCHIDS The International School', 'Garden City University', 'Cratis Hospital', 'Kempegowda International Airport', 'KSR Bengaluru City Junction']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']",43.0,low,13.0325,77.6415,Purva Palm Beach,Hennur Road,11242.270938729624,1.5Cr-2Cr,1500-2000 sqft
north,2,New Property,819.0,1040.0,1232.0,1.5,"['Baiyappanahalli Metro Station', 'Phoenix Marketcity', 'SH 104', 'ORCHIDS The International School', 'Garden City University', 'Cratis Hospital', 'Kempegowda International Airport', 'KSR Bengaluru City Junction']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']",43.0,low,13.0325,77.6415,Purva Palm Beach,Hennur Road,12175.324675324675,1Cr-1.5Cr,1000-1500 sqft
north,2,New Property,990.0,1213.0,1390.0,2.0,"['Bethel Brethren Assembly', 'India Evangelical Church', 'Om Shakthi Temple', 'Syndicate bank ATM', 'Sathya Hospital', 'Dental and Orthodontic Clinic', ""Doctor's diagnostics Centre"", 'Zion Hospital And Research Centre Pvt.Ltd.', 'R K Hospital Bengaluru Urban', 'Dianova Diabetes Center and Hospital', 'Anu Pet Clinic', 'J.H.Poly Clinic', 'Care Dental Clinic', 'Bangalore Eye Hospital And Retina Centre', ""Dr. Dinakar's Child Care"", 'Pratham Ent and Child Care Centre', 'Specialist Hospital', 'Trinity Party Hall', 'Sathya Medicals', 'Royal Medicals', 'Kotak mahindra bank', 'Kammanahalli', 'Raidan Restaurant', 'Moriz', 'Nandana Palace', 'Al amanah cafe', 'Thalassery', 'Al Amanah Cafe', 'Arirang Korean Restaurant', 'Kairali', 'Empire Restaurant', 'Sukh Sagar', ""Thambis's"", 'Dominos Pizza', 'Adyar Ananda Bhavan', 'Majlis Restaurant', 'Barista', 'Paranthas and Dosas', 'Food Magic Restaurant', 'Oye Hoye', 'Barbeque Nation', 'Baskin Robbins', 'The Chocolate Heaven', ""Chung's Chinese Corner"", 'Adigas Annapoorna', 'Orchid Academy', 'Small World', 'East Point College', 'Patel Public School', 'CMR University']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",106.0,medium,13.0155,77.6355,Prestige North Point,Kammanahalli,14388.489208633093,1.5Cr-2Cr,1000-1500 sqft
north,2,New Property,605.0,900.0,905.0,1.15,"['Dodjala metro station', 'BK Halli Road (SH 104)', 'St. Francis School', 'IIBS Bengaluru Airport Campus', 'N R V Hospital', 'Kempegowda International Airport', 'D Cube Sports Club', 'KIA Airport Railway Station', 'Bengaluru Signature Business Park', 'Fiestaa Resort\xa0']","['Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Piped-gas', 'Fitness Centre / GYM', 'Club house / Community Center', 'Waste Disposal', 'Rain Water Harvesting']",42.0,low,13.1385,77.6675,Godrej Ananda,Bagalur,12707.182320441989,1Cr-1.5Cr,< 1000 sqft
north,2,New Property,825.6,1030.0,1200.0,1.1,"['Garuda Mall', 'Kogilu Main Road', 'NH 44', 'Millennium World School', 'Brindavan Group of Institutions', 'Soukya Hospital', 'Kempegowda International Airport', 'Lumbini Gardens', 'Kirloskar Tech Park', 'Royal Orchid Resort', 'Bangalore Golfing Group']","['Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Fitness Centre / GYM', 'Club house / Community Center']",70.0,medium,13.0825,77.6355,Bollineni Astra,Kogilu,9166.666666666666,1Cr-1.5Cr,1000-1500 sqft
north,2,Relatively New,,1105.0,1230.0,0.95,"['The Arcade @ Brigade Orchards', 'Chinmayee Public School', 'Chanakya University', 'Akash Hospital', 'TIMBRE Drive-In Cinema']","['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Visitor Parking', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting', 'Water softening plant']",66.0,medium,13.2455,77.6355,Juniper at Brigade Orchards,Devanahalli,7723.577235772358,50L-1Cr,1000-1500 sqft
north,2,Under Construction,900.0,1083.0,1220.0,0.73,"['Bheemeshwara Temple', 'Akkayyamma Temple', 'N.R.V Hospital', 'Lakshmi Hospital', 'State bank of mysore settigere', 'Seasons', 'Adyar Ananda Bhavan', 'Dodjala railway station', 'Rinac India limited', 'RadCAM Technologies Pvt. Ltd']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",110.0,medium,13.1385,77.6675,VSS Enclave,Chikkajala,5983.606557377049,50L-1Cr,1000-1500 sqft
north,2,New Property,890.0,1083.0,1234.0,1.4,"['Baiyappanahalli Metro Station', 'Phoenix Marketcity', 'SH 104', 'ORCHIDS The International School', 'Garden City University', 'Cratis Hospital', 'Kempegowda International Airport', 'KSR Bengaluru City Junction']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']",106.0,medium,13.0325,77.6415,Purva Palm Beach,Hennur Road,11345.218800648297,1Cr-1.5Cr,1000-1500 sqft
north,2,New Property,890.0,1082.0,1232.0,1.25,"['Elements Mall', 'RMZ Galleria Mall', 'Bellahalli', 'Kannuru', 'Euro School', 'Reva Institute', 'Delhi Public School', 'Bangalore International School', 'Regal Hospital', 'Cratis Hospital', 'Airport', 'Yelahanka Junction', 'North Gate Office Park', 'L & T Tech park', 'Manyata Tech park']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",101.0,medium,13.0755,77.6355,Sobha Dream Gardens,Thanisandra,10146.103896103896,1Cr-1.5Cr,1000-1500 sqft
north,2,Relatively New,774.0,1107.0,1247.59,1.3,"['The Galleria Mall', 'NH 44, Meenakunte Hosur', 'Vidya Vikas International School', 'REVA University', 'N R V Hospital', 'Bettahalsoor Railway Station']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",86.0,medium,13.0755,77.6355,Godrej Aqua,Hosahalli,10420.08993339158,1Cr-1.5Cr,1000-1500 sqft
north,2,Relatively New,,1131.0,1274.64,1.26,"['Nagawara Metro Station', 'Bhartiya Mall Of Bengaluru', 'State Highway 104', 'United International School', 'REVA University', 'Shree Manyata Hospitals', 'Kempegowda International Airport', 'Thanisandra Railway Station', 'International Tech Park Bangalore', 'The Leela Palace', 'Fun World Amusement Park', 'Prestige Augusta Golf Village']","['Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",110.0,medium,13.0325,77.6415,Rohan Upavan,Hennur Road,9885.144040670306,1Cr-1.5Cr,1000-1500 sqft
north,2,Relatively New,,923.0,1027.0,0.75,"['Bangalore Metro Rail Corporation', 'The Arcade Mall', 'SH 104', 'The School For Global Minds', 'Chanakya University', 'N R V Hospital', 'Kempegowda International Airport', 'Devanahalli Railway Station']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",96.0,medium,13.2455,77.6355,KO at Brigade Orchards,Devanahalli,7302.823758519961,50L-1Cr,< 1000 sqft
north,2,New Property,1179.0,1401.0,1578.93,1.37,"['Nagawara Metro Station', 'Bhartiya Mall Of Bengaluru', 'Thanisandra Main Road', 'New Horizon International School', 'Vision PU College For Boys', 'Cratis Hospital', 'Kempegowda International Airport', 'KSR Bengaluru City Junction', 'Embassy Manyata Business Park', 'The Leela Hotel Bhartiya City', 'Fun World Amusement Park', 'Prestige Augusta Golf Village', 'Rail Wheel Factory Stadium']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",85.0,medium,13.0325,77.6415,Casagrand Boulevard,Chikkagubbi,8676.76211104989,1Cr-1.5Cr,1000-1500 sqft
north,2,New Property,1204.0,1431.0,1612.74,1.3,"['The Galleria Mall', 'NH 44', 'Sri Venkateshwara Central School', 'CMR University', 'N R V Hospital', 'Kempegowda International Airport', 'Bettahalsoor Railway Station', 'Ecopolis, IT/ITES SEZ', 'Clarks Inn Airport, Bangalore', 'Club Cabana Amusement Park', 'Vidhyanagara Stadium']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",103.0,medium,13.0755,77.6355,Purva Zenium,Hosahalli,8060.815754554361,1Cr-1.5Cr,1000-1500 sqft
north,2,Relatively New,,970.0,1079.0,1.55,"['Goraguntepalya Metro Station', 'Bhartiya Mall Of Bengaluru', 'United International School', 'REVA University', 'Star Medcity Speciality Hospital', 'Kempegowda International Airport', 'Yelahanka Junction']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Piped-gas', 'Security Personnel', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",100.0,medium,13.0825,77.6355,Bhartiya City Nikoo Homes Phase 2,Chokkanahalli,14365.152919369786,1.5Cr-2Cr,< 1000 sqft
north,2,Under Construction,1425.0,1693.0,1908.01,2.0,"['Kalyan Nagar Metro Station', 'Elements Mall', 'Thanisandra Main Road', 'Bangalore International School', 'Kristu Jayanti College', 'Altius Superspeciality Hospitals', 'Kempegowda International Airport', 'Yelahanka Railway Junction', 'Manyata Tech Park', 'Hilton Hotel Bengaluru', 'Funworld Water Park', 'Bhattarahalli Indoor Stadium']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting']",143.0,medium,13.0325,77.6415,Sobha Victoria Park,Kyalasanahalli,10482.12535573713,1.5Cr-2Cr,1500-2000 sqft
north,2,Relatively New,1052.0,1300.0,1352.0,1.45,"['Baiyappanahalli', 'Esteem Mall', 'AH47', 'Rajiv Gandhi Institute of Technology', 'Bangalore International School', 'Ehaa Hospital', 'Kempegowda International Airport', 'Yeshwanthpur Junction']","['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Piped-gas', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Waste Disposal', 'Rain Water Harvesting']",116.0,medium,13.0365,77.5925,Prestige Misty Waters,Cholanayakanahalli,10724.852071005917,1Cr-1.5Cr,1000-1500 sqft
north,2,New Property,800.0,991.0,1116.86,0.89,"['SMR Mall', 'BK Halli Road', 'Bellary Road', 'National Public School', 'CMR University', 'Relive Hospital - Bagalur', 'Kempegowda International Airport', 'Yelahanka Junction', 'Shell Technology', 'Hotel Clarks Inn', 'Mahadev Kodigehalli Lake', 'Under the Stars: Drive-in Movies']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",110.0,medium,13.1385,77.6675,Prestige Finsbury Park,Bagalur,7968.769586161203,50L-1Cr,< 1000 sqft
north,2,Relatively New,1070.0,1804.0,2033.11,4.0,"['Bhartiya Centre of IT', 'Karnataka College of Pharmacy', 'Army Institute of Hotel Mgmt', 'Manipal Hospitals', 'Regal Multi-specialty Hospital', 'International Airport', 'Commandoz Park', 'City Railway Station', 'Bhartiya City Discovery Centre', 'Manyata Tech Park']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",116.0,medium,13.0825,77.6355,Bhartiya The Leela Residences,Chokkanahalli,19674.29209437758,> 2Cr,1500-2000 sqft
north,2,New Property,,1222.0,1360.0,0.83,"['Yelahanka Sante', 'Chowdeshwari Temple', 'Venkateshwara Swamy Temple', ' ATM', 'NDR Multi Speciality Hospital', ""Aayurjisha Women's Clinic"", 'Apurva Hospital', 'CyteCare', 'Brains Hospital', ""Janani Maternity & Women's Clinic"", 'NDR Orthopaedic', 'Saraswathi Poly Clinic', 'Manasa Trinity Heart Hospital', 'Dr. Biswas Ji', 'Shushrusha Nursing Home', 'Jayalakshmi Hospital', 'Sowmya Dental Clinic', 'Pavan Hospitals', 'Malavya Nursing Home', 'Krishna Nethralaya', 'Balaji Multispeciality Dental Clinic', 'Deeksha Orthopaedic Hospital', 'Patel Dental - Orthodontic & Dental Implant Centre', 'Unnathi Clinic', 'Sri Krishna Scanning and Diagnostic Centre', 'Dental Clinic', 'Physiotherapy and Rehabilitation Clinic', 'Apple Hospital', 'Indian Oil', 'Venkateshwara Petrol Gas Station', 'Prakash Theatre', 'Ganesh Theatre', ""Papa John's"", 'Skanda Sagar', 'Rathna Kushka Center', 'Chandra cafe', 'Baskin Robbins', 'Subway Polar Bear', ""Domino's Pizza"", 'Pizza Hut', 'Mast Kalandar', 'Beijing Bites', 'Cafe Coffee Day', 'New Udupi Veg', 'Biryani Zone', 'Kadai', 'Yelhanka Cafe Cofee Day', 'Sri Bhagawan Mahaveer Jain College', 'Ryan International School', 'Yelhanka junction railway station']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",141.0,medium,13.1005,77.5955,Ramanashree California Garden Plot,Ramanashree California Gardens Layout,6102.941176470588,50L-1Cr,1000-1500 sqft
north,2,New Property,1409.0,1650.0,1809.0,2.0,"['Baiyappanahalli Metro Station', 'Phoenix Marketcity', 'SH 104', 'ORCHIDS The International School', 'Garden City University', 'Cratis Hospital', 'Kempegowda International Airport', 'KSR Bengaluru City Junction']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']",116.0,medium,13.0325,77.6415,Purva Palm Beach,Hennur Road,11055.83195135434,1.5Cr-2Cr,1500-2000 sqft
north,2,New Property,797.1,998.0,1168.11,2.0,"['Kempepura Church', 'State bank of india ATM', 'State bank of india ATM', 'State bank of india ATM', 'Navya Hospital', 'KMC Multispeciality Clinic', 'Sangameshwara Clinic', 'Saaol Heart Centre', 'Sai Surya Multi - Speciality Dental Clinic', 'Icon Hospital', 'J M J Hospital Bengaluru Urban', 'Nokia Solutions and Networks', 'Indian Oil', 'Indian Oil', 'Axis bank', 'State bank of india', 'Hdfc bank', 'Hotel Garden', 'Coffee Day', ""Dunkin' Donuts"", 'Slug', 'Aaha Andhra', 'Kinara', 'WOW momo', 'Subway', 'California Burrito', 'Food Court', 'Ghar Ka Dhaba', 'Chung Wah', 'KFC', 'Sizzling Tandoor', 'Pathankot', 'Ancient Hyderabad', 'Lassi Shop', ""Domino's Pizza"", 'Meghana Biryani', 'Food Castle', 'Biryani House', 'Burwinger', 'Baohood', 'La Zizone', 'Kensri School', 'Nathaniel School of Music', 'Drishti School of Photography', 'Microsoft', 'Just Dial SDC', 'Alcatel Lucent India', 'Fidelity India', 'Nvidia', 'Philips Innovation Campus']","['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Club house / Community Center']",146.0,medium,13.0365,77.5925,Vario Homes,Hebbal,17121.675184700074,1.5Cr-2Cr,< 1000 sqft
north,2,Moderatly Old,,1299.0,1445.0,1.6,"['Manjunatha Nagara', 'Elements Mall', 'SH 104', 'Kensri School', 'Atria University', 'Manipal Hospital Hebbal', 'Kempegowda International Airport', 'Yeshwanthpur Junction', 'Embassy Manyata Business Park', 'Courtyard Bengaluru Hebbal', 'Funworld water park', 'Bengaluru Golf Club', 'M.Chinnaswamy Stadium']","['Power Back-up', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Piped-gas', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",138.0,medium,13.0365,77.5925,Mantri Manyata Lithos,Hebbal,11072.664359861592,1.5Cr-2Cr,1000-1500 sqft
north,2,Relatively New,,1463.0,1648.8,1.7,"['The Galleria Mall', 'NH 44', 'Sri Venkateshwara Central School', 'CMR University', 'N R V Hospital', 'Kempegowda International Airport', 'Bettahalsoor Railway Station', 'Ecopolis, IT/ITES SEZ', 'Clarks Inn Airport, Bangalore', 'Club Cabana Amusement Park', 'Vidhyanagara Stadium']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",61.0,medium,13.0755,77.6355,Purva Zenium,Hosahalli,10310.528869480835,1.5Cr-2Cr,1000-1500 sqft
north,2,New Property,1050.0,1200.0,1352.4,1.2,"['Sri Shaneeswhara Swamy Devalaya', 'State bank of india ATM', 'Kotak mahindra bank ATM', 'Hdfc bank ATM', 'Canara bank ATM', 'Axis bank ATM', 'Srujan Dental Care', 'Sangameshwara Clinic', 'Navya Hospital', 'Sai Hospital', 'United Pharma', 'Ram Medicals', 'Sri Varsha Medicals and General Store', 'Bharat Petroleum', 'Orchid-tree', 'Bharat Petroleum', 'Shell Petrol Pump', 'Icici bank', 'Corporation bank', 'State bank of india', 'Kotak mahindra bank', 'State bank of india', 'Syndicate bank', 'Kotak mahindra bank', 'Chai Point Juice Corner', 'Karthik Chicken Center', 'Chung Wah', 'KFC', 'Sizzling Tandoor', 'Pathankot', 'California Burrito', 'Subway', 'WOW momo', 'Kinara', 'Aaha Andhra', 'Food Court', 'Ghar Ka Dhaba', 'Five Star Chicken', 'Hotel Sri Durga Darshini', 'Budweiser', 'Srujan Play Home', 'TLC Montessori Preschool', 'Manasa Public School', 'Samar International Islamic School', 'Jawaharlal Nehru Centre For Advanced Scientific Research', 'Kensri School', 'Tanisandra railway station', 'Alcatel Lucent India', 'Nvidia', 'Microsoft']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",165.0,high,13.0586,77.6316,Creative Shree Vikas,Thanisandra,8873.114463176575,1Cr-1.5Cr,1000-1500 sqft
north,2,Relatively New,1290.0,1533.0,1727.69,1.5,"['Sri Shaneeswhara Swamy Devalaya', 'Maha Ganapati Temple', 'Masjid Al-Salf Al-Salah', 'Sri Shiva Chamundi Temple', 'Hdfc bank ATM', 'Kotak mahindra bank ATM', 'Axis bank ATM', 'Srujan Dental Care', 'Clubhouse', 'United Pharma', 'Ram Medicals', 'Sri Varsha Medicals and General Store', 'Pooja Medicals', 'Krishna Medicals', 'Golden Palms Visitors Parking', 'Bharat Petroleum', 'Shell Petrol Pump', 'Orchid-tree', 'State bank of india', 'Kotak mahindra bank', 'Syndicate bank', 'Kotak mahindra bank', 'Icici bank', 'Hotel Sri Durga Darshini', 'Five Star Chicken', 'Budweiser', 'Karthik Chicken Center', 'Chai Point Juice Corner', 'Sri Devi Grand Veg', ""Appam's Bakery and Sweets"", 'Arunachalam Hot Chips', 'Chosen Cafe', 'Kairali Mess', 'Chinese Bowl', ""Joicy's Kitchen"", 'Cafe Zamorin', 'Coffe Cream Cafe', 'Lassi Store', 'Dreamland Food Corner', 'Fella Cafe', 'Kolkata Famous Kati Roll', 'Pathankot', 'Sizzling Tandoor', 'Manasa Public School', 'TLC Montessori Preschool', 'Swamy Vivekananda Primary and High School', 'Srujan Play Home', 'Samar International Islamic School', 'Tanisandra railway station', 'Tecwink']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",172.0,high,13.0755,77.6355,Bhartiya City Nikoo Homes,Thanisandra,8682.113110569604,1Cr-1.5Cr,1500-2000 sqft
north,2,Relatively New,,1240.0,1380.0,1.05,"['Sri Shirdi Sai Hospital', 'Barista Lavazza', 'Cafe Coffee Day', 'Devanahalli railway station']","['Power Back-up', 'Security / Fire Alarm', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",62.0,medium,13.2455,77.6355,Deodar at Brigade Orchards,Devanahalli,7608.695652173913,1Cr-1.5Cr,1000-1500 sqft
north,2,Moderatly Old,,1137.0,1265.0,0.75,"['Sri Shiva Chamundi Temple', 'Andhra bank ATM', 'Union bank ATM', 'Axis bank ATM', 'Icici bank ATM', 'State bank of india ATM', 'Regal Hospital', 'Dhanavantri Hospital', 'Sai Hospital', 'Bangalore Prime Hospital', 'Agarahara Government Hospital', 'Chaithanya Poly Clinic', 'Indigo Dental Care', 'MK Dental Excellence', 'Sri Ragavendra Poly Clinic', 'Varsha Hospital', 'Shadab Hospital', 'Amruth Hospital', 'Srujan Dental Care', 'Clubhouse', 'Krishna Medicals', 'Golden Palms Visitors Parking', 'Bharat Petroleum', 'Orchid-tree', 'Icici bank', 'Corporation bank', 'Kotak mahindra bank', 'Icici bank', 'State bank of india', 'Indian overseas bank', 'New Mast Punjabi', 'De Grand', 'Straight Up', 'Sash Cafe', 'Taawoon', 'Arunachalam Hot Chips', 'Chosen Cafe', ""Appam's Bakery and Sweets"", 'Kairali Mess', ""Joicy's Kitchen"", 'Chinese Bowl', 'Cafe Zamorin', 'Karnataka College', 'Samar International Islamic School', 'Golden Chariot Public School', 'Little Lions', 'Srujan Play Home', 'Tanisandra railway station', 'BRPL Baketech Pvt LTD - Just bake', 'Tecwink']","['Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",129.0,medium,13.0804,77.6224,Shreedevi Dev Indira Paradise,Thirumenahalli,5928.853754940711,50L-1Cr,1000-1500 sqft
north,2,Relatively New,1000.0,1140.0,1215.0,0.7,"['Sri Shaneeswhara Swamy Devalaya', 'State bank of india ATM', 'Kotak mahindra bank ATM', 'Hdfc bank ATM', 'Srujan Dental Care', 'Ram Medicals', 'Sri Varsha Medicals and General Store', 'United Pharma', 'Pooja Medicals', 'Nokia Solutions and Networks', 'Bharat Petroleum', 'Shell Petrol Pump', 'Orchid-tree', 'State bank of india', 'Kotak mahindra bank', 'State bank of india', 'Syndicate bank', 'Icici bank', 'Kotak mahindra bank', 'Axis bank', 'PVR entertainment', 'Chai Point Juice Corner', 'Karthik Chicken Center', 'Pathankot', 'Sizzling Tandoor', 'KFC', 'Chung Wah', 'California Burrito', 'Subway', 'WOW momo', 'Kinara', 'Food Court', 'Aaha Andhra', 'Five Star Chicken', 'Hotel Sri Durga Darshini', 'Budweiser', 'Sri Devi Grand Veg', 'Ghar Ka Dhaba', ""McDonald's"", 'Burger King', ""Domino's Pizza"", 'Felicita', 'TLC Montessori Preschool', 'Srujan Play Home', 'Manasa Public School', 'Kensri School', 'Tanisandra railway station', 'Nvidia', 'Alcatel Lucent India', 'Microsoft']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']",105.0,medium,13.0586,77.6316,Residential Apartment,Thanisandra,5761.316872427984,50L-1Cr,1000-1500 sqft
